delta36,action
1,0
1,0
1,0
1,0
1,0
8,0
4,1
1,0
1,0
1,0
1,0
8,0
1,0
4,2
b,0
2,0
1,0
1,0
2,1
a,0
1,0
1,0
1,0
e,0
1,0
1,0
1,0
1,0
30,3
1,3
f,3
1,1
1,3
3,0
1,0
8,3
1,2
1,3
1,1
1,0
1,0
1,0
1,1
1,1
1,1
7,3
1,0
1,0
1,0
1,0
1,1
1,1
1,0
1,0
1,0
8,0
1,0
1,0
1,0
1,0
2,1
1,1
1,0
d,0
3,0
f,1
9,0
1,1
6,1
9,0
1,0
1,1
5,0
8,3
1,0
1,0
1,1
3j,0
1,3
4,3
1,3
8,0
1,0
2,1
1,1
3,0
1,0
1,0
7,3
1,0
1,0
2,0
3,0
1,0
1,0
8,2
1,0
1,1
1,0
3,1
1,1
9,0
1,3
1,0
3,0
b,0
1,0
f,0
1,0
v,0
1,0
1,1
3j,0
1,0
d,3
1,0
1,3
1,0
1,1
1,0
2,0
1,0
8,3
1,0
1,0
2,0
1,0
2,0
1,0
1,0
8,0
1,0
1,1
1,0
3,1
1,1
9,0
1,0
1,1
2,0
2,0
1,1
9,0
1,0
1,0
4,0
4r,3
1,1
1,1
1,3
1,3
b,2
1,3
1,1
1,0
1,1
1,1
b,2
1,1
1,2
1,1
1,1
1,1
b,1
1,1
1,1
1,0
1,0
1,0
c,3
1,1
2,0
1,1
c,0
1,1
1,1
1,1
1,0
d,0
1,0
4e,3
1,1
1,1
1,3
1,3
c,3
1,1
1,0
1,1
1,1
b,2
1,1
1,2
1,1
1,1
1,1
b,0
1,0
1,1
1,0
1,0
1,0
b,0
1,3
1,1
2,0
v,0
g,1
1,1
40,3
f,0
1,1
1,1
d,1
1,1
1,1
1,1
b,2
1,3
1,1
1,1
1,0
d,3
1,1
1,1
1,1
e,1
2,1
e,1
1,0
v,0
19s,2
2,3
2,3
1,1
b,2
1,3
1,3
1,3
1,3
1,3
9,2
1,1
1,3
1,3
1,3
1,3
1,3
1,3
b,3
1,3
1,3
1,3
2,3
b,0
1,3
2,3
2,3
1,3
b,1
1,3
2,3
1,3
u,3
1,1
f,3
1,3
c,1
1,3
1,3
1,3
3v,2
2,2
1,1
1,1
1,1
1,0
1,1
b,3
1,0
1,3
1,3
2,1
b,3
1,3
1,3
1,3
1,3
1,3
1,3
c,3
1,1
1,3
1,3
1,3
d,2
1,3
1,3
1,3
8,3
2,1
1,1
2,3
1,3
1,3
1,3
8,3
2,1
3,3
d,3
1,1
1,3
1,3
30,2
1,3
e,2
1,2
1,1
1,3
1,1
1,1
1,0
1,0
b,3
1,1
1,1
1,1
1,2
1,1
b,3
1,0
1,1
1,1
2,1
1,0
a,3
1,1
1,2
1,2
1,2
1,2
1,2
a,1
2,1
1,1
1,2
1,2
1,1
a,3
3,0
1,0
1,0
1,0
8,0
1,2
1,3
1,0
1,0
1,0
1,1
1,0
1,0
8,0
1,0
1,3
1,0
1,0
1,0
1,0
1,2
b,3
1,0
1,0
1,0
2z,2
1,3
1,3
e,2
1,1
1,3
1,3
1,1
1,1
1,1
1,1
9,2
1,1
1,3
1,1
1,1
1,1
1,1
1,1
1,1
8,0
2,1
1,1
1,1
1,2
1,2
1,2
1,2
a,3
1,1
1,1
1,1
2,1
d,1
1,1
1,1
1,1
f,1
1,1
b,1
4,1
1,1
1,1
8,0
1,2
1,1
g,3
1,1
1,1
1,1
3g,3
1,3
1,3
1,3
2,3
1,3
9,2
1,0
1,3
1,1
1,1
1,1
1,1
1,1
1,1
9,0
1,1
1,0
1,0
1,0
1,0
1,0
1,0
c,1
2,1
1,1
1c,1
p,0
2,1
3,1
3h,3
1,3
3,3
1,3
9,2
2,3
4,1
1,1
a,0
2,0
3,0
c,3
1,1
3,1
1,1
f,1
1,1
1l,0
1,1
1,3
3j,0
1,1
4,3
a,2
2,3
4,1
b,0
5,0
c,1
4,1
1,1
b,3
1,1
1,1
2,1
1,1
9,1
1,0
1,1
4,1
1,1
1,1
18,1
3h,1
1,3
1,3
1,3
1,3
b,2
2,3
1,1
1,1
1,1
b,2
1,2
1,3
1,0
1,0
1,0
b,0
1,2
1,1
2,1
1,1
b,0
1,2
1,3
2,1
c,0
1,1
1,3
2,1
1,1
d,0
1,0
w,1
3i,1
1,3
1,3
1,3
1,3
b,2
1,2
1,3
1,1
1,1
1,1
1,1
a,2
1,2
1,3
1,0
1,0
1,0
1,0
a,0
2,1
2,1
1,1
1,1
a,0
2,3
2,1
e,3
2,1
1,1
d,3
1,1
f,1
1,0
1,1
3z,3
g,1
1,1
1,1
d,3
1,0
1,0
e,3
1,1
2,1
b,0
1,2
1,3
1,1
1,1
e,3
3,1
d,3
1,1
1b4,2
2,3
2,3
9,2
3,3
1,3
1,3
1,3
1,3
1,2
a,2
1,3
2,3
2,3
1,2
c,3
1,3
2,3
c,0
w,1
w,3
3x,2
3,2
1,1
1,1
1,3
1,1
c,3
1,1
1,3
1,3
1,3
1,1
b,2
1,0
1,3
1,3
1,3
1,3
b,3
1,3
1,3
1,3
1,3
f,3
1,3
b,3
1,1
2,3
1,3
1,3
c,3
3,3
d,3
1,3
1,3
1,3
2z,2
f,2
1,2
2,2
1,2
1,2
1,2
1,2
c,1
1,2
1,2
1,2
1,2
1,2
a,1
1,3
1,0
1,0
1,0
1,0
1,0
b,3
1,2
1,0
1,0
1,0
1,0
b,3
1,1
1,1
1,1
1,1
e,2
1,1
1,1
c,3
1,1
1,1
1,1
1,0
1,0
b,3
2,0
1,0
d,3
1,1
1,0
1,0
1,0
3h,3
1,1
1,3
1,3
a,1
2,3
1,2
1,1
1,1
1,1
1,2
a,1
1,1
1,1
1,1
1,1
1,1
1,1
c,0
1,0
1,0
1,0
1,0
b,3
2,1
2,1
f,1
1,1
e,1
2,1
e,1
1,1
d,3
1,1
1,1
1,1
1,1
3j,3
d,3
3,1
1,1
c,3
3,1
1,1
c,3
5q,1
l,1
1,1
a,1
1,0
4,1
1,1
f,0
1,0
5n,3
4,3
c,1
1,3
3,1
1,1
a,2
2,3
3,1
g,0
d,1
g,1
3,1
1,1
4q,1
2,3
1,3
1,3
d,2
1,3
1,1
1,1
b,2
1,2
2,3
1,1
1,1
d,0
1,3
g,3
g,3
2,1
4t,3
1,3
d,2
2,2
1,3
2,1
b,2
1,2
1,0
1,3
1,1
1,1
u,3
g,3
g,3
g,1
4g,3
e,2
1,1
1,3
u,0
2,3
u,1
1,1
1b6,2
e,2
2,3
2,3
1,3
c,2
1,3
2,3
1,3
c,2
66,2
3,2
1,1
1,1
1,1
d,3
1,1
1,1
1,1
d,3
2,3
u,3
g,3
4g,2
1,2
2,2
b,2
2,3
2,2
1,2
c,2
1,3
1,1
1,1
1,1
1,2
b,1
1,3
1,1
1,1
1,1
e,0
1,0
1,2
d,3
h,1
2,0
t,3
3m,2
e,3
1,2
1,2
1,2
c,1
1,1
2,2
1,2
c,1
1,3
2,1
1,1
e,2
2,2
5l,2
i,1
6s,1
8c,0
5u,3
d,2
3,3
d,2
1,1
5u,3
g,3
d,2
3,3
f,0
1jz,2
3,3
2,3
6y,2
4,2
1,1
1,1
b,2
4,1
1,1
c,2
1,3
1,1
r,0
51,1
2,2
b,2
3,2
1,2
1,2
c,2
2,3
1,1
1,1
d,2
1,3
1,1
1,1
r,2
1,0
3,0
f,3
w,3
3k,3
g,3
1,1
1,1
f,1
1,1
f,1
1,1
p,0
1,0
1,0
jk,2
8v,0
1,0
1qr,3
1,1
d,1
69,1
1,1
b,2
3,1
1,1
1,1
1,2
1,1
c,2
3,1
1,1
5n,2
1,2
3,1
e,2
2,3
d,2
1,2
1,2
1,3
1,2
1,2
c,2
1,1
1,3
1,1
17,2
4f,1
i,1
3,3
1,1
c,1
2,1
1,1
1,1
g,1
16,0
1,0
4f,1
h,2
f,2
2dg,3
1,3
6k,2
g,2
3,1
1,1
1,2
d,3
1,1
1,1
e,2
1b,0
3z,2
1,2
g,2
1,2
1,2
1,2
f,2
1,2
1,0
b,2
1,2
1,2
1,1
1,1
1p,2
3y,1
1,2
1,2
j,1
f,1
1,1
g,1
5n,1
1,1
2dd,3
1,3
f,3
1,3
e,3
1,3
1,3
1,3
e,3
68,1
1,1
1,1
d,3
1,1
1,1
1,1
1,1
d,3
3,1
64,1
1,2
1,2
1,2
1,2
c,1
1,0
1,1
1,1
1,1
d,1
1,1
1,1
1,1
e,1
5b,3
e,1
1,1
1,1
1,1
1,1
1,1
c,2
1,1
1,1
1,1
1,1
e,1
5q,3
g,1
g,1
ogg,3
1,3
e,3
1,3
1,3
1,3
1,3
d,3
1,3
1,3
1,3
1,3
a,0
1,0
1,0
1,3
1,3
1,3
1,3
1,3
a,0
1,0
3,3
2,3
a,0
1,0
2,0
d,0
1,0
1,0
w,0
3j,1
1,1
e,0
1,3
1,3
1,1
1,3
1,3
1,3
a,1
1,3
1,3
1,3
1,3
1,3
1,3
9,2
1,2
1,1
1,3
1,3
1,3
1,2
1,3
b,3
1,1
2,3
1,3
1,3
1,3
c,1
1,3
1,3
1,3
1,3
a,2
3,1
2,3
d,3
e,2
1,2
g,2
1,3
1,3
30,0
1,3
1,3
e,2
1,2
1,2
1,2
1,2
1,2
1,2
a,0
1,0
1,3
1,3
1,3
1,3
1,3
a,2
1,1
1,2
1,2
1,2
1,2
1,2
1,2
a,2
1,1
2,2
1,2
1,2
1,2
c,1
1,2
1,2
1,2
1,2
d,1
c,2
3,2
2,1
c,2
i,2
1,2
31,3
1,3
f,2
1,2
1,2
1,2
1,2
1,2
b,3
1,3
1,3
1,3
1,3
1,3
1,3
a,0
1,0
1,2
2,2
1,1
1,1
b,1
h,1
y,1
4f,2
1,2
1,2
c,3
1,3
1,3
1,3
1,3
1,3
b,2
1,2
2,2
1,2
d,0
2,1
1,1
1,1
5q,2
1,2
f,3
1,3
1,3
e,2
1,2
1,2
e,2
1,2
e,0
1,1
1,1
1,0
5b,2
f,3
1,3
f,2
1,2
f,2
1,2
1xn,1
1,1
1,3
1,3
1,3
d,3
1,3
1,3
1,3
1,3
c,3
1,3
1,3
1,3
1,3
c,3
1,3
1,3
2,3
d,3
2,3
1,3
e,1
1,3
1,3
f,1
t,3
1,3
1,3
3g,3
1,3
1,3
1,3
1,3
1,3
1,3
b,1
1,1
1,1
1,1
1,3
1,1
8,1
1,2
1,3
1,1
1,1
1,3
1,3
1,3
1,3
a,2
1,1
1,1
1,3
1,3
1,3
1,3
1,3
c,1
1,3
1,3
1,3
b,3
1,3
1,3
1,1
1,3
1,3
b,1
1,3
1,3
1,3
1,1
1,3
a,3
1,3
1,3
1,3
1,3
1,3
c,1
1,3
1,3
1,3
1,3
2y,2
1,3
1,3
1,3
c,3
1,1
1,3
1,2
1,1
1,1
1,1
1,1
1,1
9,2
1,1
1,3
1,3
1,3
1,3
1,3
1,3
8,1
1,2
1,3
1,1
1,0
1,1
1,1
1,2
1,1
8,1
3,1
1,1
1,1
1,1
1,1
1,1
1,1
c,1
1,1
1,1
1,1
1,1
a,1
2,1
1,1
1,1
1,1
1,1
8,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
9,1
1,1
1,1
1,1
1,1
1,1
c,1
1,1
1,1
1,1
1,1
2x,3
1,3
1,3
1,3
d,3
1,2
1,3
1,1
1,1
1,1
1,1
1,1
1,1
8,3
1,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,3
7,3
1,0
1,3
1,1
1,1
2,2
1,2
1,2
1,1
7,1
1,0
3,1
2,1
1,1
1,1
1,1
c,1
4,1
7,1
8,1
a,2
1,1
2,1
1,1
1,1
1,1
9,1
1,2
1,1
g,1
1,1
1,1
1,1
30,3
e,3
1,2
1,3
1,1
1,1
2,1
1,1
1,1
8,3
1,3
1,3
1,1
1,3
1,3
2,1
1,1
1,1
8,0
1,3
1,1
1,1
1,0
1,0
1,1
1,0
1,0
8,0
1,3
1,0
1,1
1,1
2,1
1,1
15,1
1,2
1,1
5,1
8,1
1,1
2,1
5,1
9,1
1,1
1,1
3,1
3f,0
1,3
5,1
1,1
8,3
1,3
2,1
1,3
3,3
1,3
8,3
1,0
1,1
1,1
1,0
3,0
1,0
1,0
a,1
1,1
3,1
1,1
9,0
1,3
4,0
r,1
w,1
1,1
1,1
3i,0
1,3
1,1
4,1
1,1
9,3
2,3
1,3
1,3
b,0
1,0
1,1
3,0
2,0
1,0
9,1
2,1
4,1
1,1
9,1
2,1
2,0
c,0
1,2
5,1
1,1
d,1
u,1
2,1
3g,2
1,3
1,1
1,1
1,1
1,1
b,3
1,2
1,1
1,1
1,3
1,3
b,2
1,1
1,0
1,0
1,0
1,0
b,1
1,1
1,1
1,0
1,1
1,1
d,1
2,1
1,1
c,1
1,1
2,1
1,1
c,3
1,0
y,1
1,1
3g,3
1,1
1,1
1,1
1,1
b,1
1,0
1,1
1,3
1,3
1,3
1,1
9,0
1,0
1,1
1,0
1,0
1,0
1,0
a,0
1,1
1,1
1,1
1,0
1,1
1,1
d,1
2,1
g,1
1,1
f,1
1,1
e,1
1,1
4e,3
1,3
1,3
1,3
c,3
1,1
1,0
1,0
1,0
c,1
1,1
1,1
2,1
c,1
1,1
1,1
1,1
g,1
1,1
1b1,0
4,0
1,0
9,0
1,2
1,2
1,3
1,3
1,3
1,3
1,3
c,3
1,3
1,3
1,3
1,3
b,0
1,3
1,3
1,3
2,3
b,3
1,1
1,3
2,3
e,1
h,0
1,3
1,3
9,0
2,3
4,0
1,3
1,3
d,3
d,3
2,3
1,3
1,3
32,1
1,1
d,3
1,1
1,1
1,1
1,3
1,3
a,1
2,3
1,3
1,3
1,3
1,3
b,1
1,3
1,3
1,3
1,2
1,3
b,3
1,1
1,2
1,3
2,3
d,1
1,3
h,3
1,3
b,3
1,2
2,3
2,3
b,3
3,3
1,3
c,3
1,2
1,3
1,3
1,3
2y,0
1,0
1,2
2,1
1,1
a,3
1,1
1,2
1,3
1,2
1,2
1,2
1,2
1,2
8,0
2,2
1,1
1,3
1,3
1,3
2,1
b,1
1,2
1,2
1,2
2,2
1,2
a,3
1,1
1,2
1,2
2,2
d,1
1,2
3,2
d,1
d,2
1,2
2,2
1,1
1,2
b,2
4,2
c,2
1,2
1,2
1,2
1,2
2,0
2w,0
1,3
e,3
1,2
1,2
1,3
1,2
1,2
1,2
1,2
1,2
8,3
2,1
1,2
1,3
1,3
1,3
1,3
1,3
1,3
a,1
1,1
1,1
1,2
1,2
1,2
1,2
a,3
1,1
2,2
1,2
1,2
1,2
c,1
1,2
2,2
f,2
1,2
b,2
4,1
1,2
b,2
4,2
c,2
1,2
1,2
1,2
1,2
1,2
2x,0
f,3
1,0
2,2
1,2
3,2
1,2
b,3
1,3
1,3
1,3
1,3
1,3
1,3
a,1
1,2
1,2
1,2
1,2
1,2
d,1
1v,1
b,2
3,2
3h,2
4,2
1,2
b,3
1,3
3,3
1,3
b,1
4,2
1,2
1,2
a,3
1,1
3,2
1,2
e,0
1,1
1,1
1n,2
3k,3
e,3
2,3
4,3
1,3
1,3
9,2
5,2
1,2
b,3
4,2
1,2
1,2
b,2
1,0
2,2
a,0
1,0
5,0
4a,0
f,3
1,2
1,2
1,3
1,2
1,2
1,2
b,3
2,3
1,3
1,3
1,3
b,2
1,2
1,3
1,2
1,2
1,2
d,3
2,2
1,2
f,1
d,2
3,2
1,0
b,0
1,0
3z,0
1,3
e,3
1,2
1,2
1,3
1,2
1,2
b,3
1,3
2,3
1,3
1,3
1,3
1,3
b,2
1,3
1,2
1,2
1,2
d,3
2,2
1,2
f,1
h,1
t,1
1,1
4f,3
1,3
1,3
1,3
d,1
g,3
3,2
d,3
1,2
1,1
h,1
1bg,2
1,2
1,2
1,3
1,3
2,3
c,2
1,3
1,3
2,3
b,1
1,3
1,3
2,3
d,1
1,3
1,3
1,3
1,3
c,3
1,1
i,3
1,3
c,3
3,0
1,3
f,3
d,3
1,3
1,3
32,1
1,1
1,1
f,1
1,1
2,1
1,2
b,2
1,3
1,3
2,3
b,1
1,3
1,2
1,2
1,2
1,2
c,1
1,3
1,3
1,3
1,3
1,3
b,3
3,3
1,3
f,3
1,3
c,3
1,3
1,3
2,3
d,3
1,3
1,3
d,3
1,3
1,3
1,3
3e,0
1,2
2,2
1,2
3,2
9,2
1,1
2,3
1,2
1,3
2,3
b,2
1,2
1,2
1,2
2,2
c,1
1,2
1,2
1,2
1,2
1,2
b,3
1,1
1,2
1,2
1,2
c,2
2,2
1,2
1,2
a,2
2,2
1,2
1,2
1,1
1,2
c,2
2,2
1,2
1,2
c,2
1,2
1,2
1,2
3g,2
2,2
1,2
2,2
a,1
2,2
1,2
1,3
1,2
1,3
b,1
1,1
2,1
1,1
1,1
1,1
b,1
1,2
3,2
1,2
b,3
1,1
2,2
1,2
f,2
1,2
c,2
1,2
1,2
1,1
1,2
1,2
b,2
2,2
1,2
d,2
1,2
1,2
1,2
1,2
3f,2
h,3
3,3
1,3
c,2
3,2
d,3
67,3
4,3
1,3
b,1
4,2
1,2
6k,3
3,3
g,2
t,3
4,2
1,2
9,0
5,0
19,3
3i,2
1,2
1,3
d,3
3,3
1,3
1,3
b,2
1,2
2,3
1,2
1,2
e,1
g,3
g,3
2,0
b,0
40,0
f,3
1,0
2,2
1,3
d,3
2,3
1,3
1,3
1,3
c,2
1,1
1,3
1,2
1,2
u,3
g,3
w,1
4f,3
1,3
g,3
w,3
1by,2
1,2
2,2
g,2
2,2
1,3
d,3
f,1
1,3
25,0
37,1
f,2
1,3
1,1
1,1
1,1
1,2
b,2
1,2
1,3
1,3
1,3
d,3
1,2
1,2
1,3
c,1
3,3
1,3
t,3
g,3
g,3
g,3
3k,2
g,3
2,2
1,1
c,2
1,2
1,2
1,2
1,2
c,1
1,2
1,2
1,2
1,2
e,2
f,3
3,2
d,2
3,2
t,2
2,2
1,2
3g,2
g,3
1,2
2,2
1,2
c,1
1,2
2,1
1,1
1,1
e,2
1,2
w,2
g,2
v,2
1,2
3v,3
g,1
6s,3
do,2
i,3
d,2
3,3
66,2
i,3
g,3
f,1
1ji,2
1,2
1,2
i,2
1,3
1,3
e,3
1,3
1,3
f,3
1,3
5o,2
2,3
2,1
e,2
1,3
1,3
e,3
1,2
1,2
e,3
1,3
1,3
1,3
o,2
1,2
2,3
i,3
w,3
3k,3
g,3
1,1
1,1
b,2
3,2
1,2
1,2
c,2
2,2
1,2
1,2
d,1
e,2
j,3
4d,2
1,2
i,2
1,2
1,2
f,1
1,1
1,1
e,2
1,2
q,2
k,3
j1,3
8w,2
1qc,2
a,0
2,0
4,3
1,3
1,2
b,0
3,3
1,3
5o,2
1,1
2,3
d,2
1,2
1,2
1,2
d,2
1,2
1,2
1,3
1,2
e,3
1,3
1,3
5l,0
1,2
5,3
a,0
1,1
1,0
1,1
3,3
a,2
2,1
1,2
1,2
2,2
d,2
2,2
1,2
1,2
c,2
1,2
h,1
s,2
3z,2
1,2
1,2
h,3
3,2
a,0
3,0
2,1
1,2
1,1
d,2
2,2
1,2
d,1
t,2
f,2
40,0
1,2
f,2
6,3
q,0
5c,0
f,3
1,0
2,2
1d,2
db,3
1rl,2
y,2
h,3
5p,2
1,2
1,1
d,2
4,3
f,2
1,2
e,3
1,3
1,3
5m,0
1,2
3,2
c,0
1,1
5,1
c,2
4,2
d,2
2,2
1,2
e,2
h,2
4r,2
1,2
1,2
1,2
j,2
a,0
4,1
1,1
1,1
g,2
5m,0
1,2
1,2
e,2
6q,2
1d,2
24w,3
1,3
f,3
1,3
1,3
d,1
2,3
1,3
1,3
d,1
1,3
1,3
c,0
4y,1
1,1
f,1
1,1
1,1
d,3
1,3
1,3
1,3
1,3
c,1
1,2
1,3
1,3
1,3
d,1
1,3
1,3
1,3
e,1
4v,1
g,2
1,2
e,1
1,1
1,1
1,1
1,1
c,1
1,2
1,2
1,2
1,2
d,1
1,2
1,2
1,2
e,1
h,1
4u,2
e,1
1,3
1,3
1,3
1,3
1,2
a,0
2,1
1,1
1,1
1,1
1,1
d,1
h,1
58,0
2,2
g,3
g,1
ogx,3
1,3
1,3
1,3
d,3
1,3
2,3
h,3
g,3
f,3
f,0
b,0
1,0
45,3
c,3
1,1
1,1
1,1
1,3
1,3
b,3
1,3
1,3
1,3
1,2
1,3
1,3
a,3
1,3
1,3
1,3
1,3
1,3
1,3
a,3
5,3
1,3
c,1
2,3
1,3
e,1
g,3
g,3
e,3
1,3
1,3
35,3
c,2
1,2
1,2
1,2
1,2
1,2
a,0
1,0
1,1
1,1
1,1
1,2
1,1
1,1
a,1
1,3
1,2
1,3
1,3
1,3
1,3
f,2
d,1
h,1
g,2
1,1
f,2
e,2
1,2
1,2
1,2
3g,2
4,2
1,2
1,2
r,3
3,3
1,3
1,3
1b,2
g,2
x,0
3i,2
1,2
f,2
d,3
1,3
1,3
1,3
1,3
1,3
c,0
5u,2
1,2
v,3
1,3
1,3
t,0
2,1
5r,2
g,3
1,3
1,3
1y3,3
1,3
2,3
d,3
g,3
l,3
15,0
4h,1
1,1
2,1
1,3
1,3
b,3
1,3
1,3
1,3
1,3
1,3
1,3
8,2
2,1
1,3
1,3
1,3
1,3
1,3
1,3
f,3
1,3
u,3
b,3
2,3
e,3
1,2
h,3
1,3
3h,2
2,2
1,2
1,2
1,2
1,2
a,3
1,1
1,1
1,1
1,1
1,1
1,1
1,1
b,3
1,3
1,3
1,3
1,3
1,3
f,2
1,2
c,1
3,2
v,1
b,2
6,1
d,2
3h,3
1,2
1,2
3,2
1,2
1,2
8,2
1,3
5,2
1,2
1,2
b,3
3,3
1,3
1,3
e,2
v,1
2,2
f,1
1,2
a,2
6,1
3u,3
5,2
1,2
9,2
1,0
5,2
a,3
1,3
1,3
1,3
1,3
2,3
1,3
22,2
g,2
3p,2
1,2
9,2
1,0
f,3
1,3
2,3
3,3
1,3
1,3
b,1
i,0
1n,2
1,2
3p,2
a,2
1,0
f,3
1,3
1,3
1,3
3,3
1,3
14,0
1,0
h,3
g,3
g,3
33,0
f,3
1,2
1,3
1,2
1,2
1,2
c,2
2,2
g,3
1,3
1,3
1,3
17,2
1,3
w,3
f,2
3l,3
1,2
e,2
1,0
1,2
d,3
1,3
1,3
1,3
1,3
1,3
1,3
17,2
1,3
f,2
1,3
1,2
4g,2
e,2
1,0
f,3
1,3
2,3
1,3
1cz,3
c,1
g,1
g,3
2,3
1,3
1,3
g,3
e,1
h,3
t,3
1,3
3j,1
1,3
3,3
c,1
1,1
1,1
1,1
1,1
1,2
b,1
1,1
1,1
1,1
1,1
1,1
b,1
1,0
1,3
1,3
1,3
1,3
b,3
1,1
1,3
1,3
1,3
c,1
1,3
1,1
1,3
1,3
1,3
a,2
1,1
1,3
1,3
1,1
1,3
c,1
2,3
1,3
c,3
1,1
1,3
1,3
1,3
3i,1
1,1
1,1
1,1
1,2
b,1
f,1
1,1
1,1
1,1
1,1
1,1
1,1
a,3
2,0
1,1
1,1
1,1
1,1
b,1
2,1
1,1
1,1
d,1
1,1
1,1
1,1
b,2
1,1
1,1
1,1
1,1
1,1
b,2
1,1
2,1
1,1
d,1
1,1
1,1
1,1
1,1
3h,1
1,1
1,1
1,1
1,2
b,1
1,1
1,1
1,1
1,1
c,3
1,1
1,1
1,1
e,0
1,1
1,1
1,1
1,1
d,1
2,1
f,1
1,1
1,1
c,1
1,1
2,1
1,1
d,1
1,1
d,1
1,1
1,1
1,1
1,1
3j,1
d,1
3,1
e,3
2,3
1,3
1s,1
u,1
1,1
3f,2
f,2
6,1
1,1
b,3
4,3
1,3
9,0
2,3
5r,2
f,2
2,1
1,1
3,1
19,1
5a,2
2,1
1,1
1,1
b,2
2,1
1,1
g,1
1,3
1,3
b,0
4,0
1,0
e,1
g,1
1,1
1,1
4s,2
2,1
1,1
c,2
2,1
1,1
2,1
e,1
1,3
1,3
b,0
4,0
1,0
e,1
1c,1
40,1
g,1
f,1
j,0
e,1
1c4,3
h,2
b,2
2,3
1,3
1,3
g,3
d,1
i,3
1,3
f,1
t,3
3l,1
1,1
1,2
1,1
1,2
c,3
1,3
2,3
1,3
b,2
1,2
1,3
1,3
1,3
e,3
1,3
1,3
g,3
f,3
1,3
c,3
2,3
2,3
e,3
1,3
d,3
3o,2
1,2
c,1
1,1
1,1
1,1
1,2
b,3
1,2
1,3
1,3
1,3
e,2
1,2
1,2
v,2
1,2
c,2
2,2
2,2
1,2
d,2
1,2
d,2
1,2
1,2
1,2
3j,2
2,2
d,2
g,3
4,3
6g,2
j,3
3,3
f1,3
4,2
64,3
w,3
68,3
w,3
1j7,2
x,3
d,3
5r,2
3,1
2,2
b,3
2,3
1,3
1,3
1,2
b,3
1,2
1,3
1,3
1,3
63,2
1,2
5,2
b,1
1,2
2,2
1,1
1,2
b,3
1,3
1,2
1,3
1,3
1s,2
f,2
g,2
1,2
4d,3
1v,2
v,2
1,2
pp,3
73,3
1,3
73,3
1cy,2
w,2
h,2
1,2
5o,2
2,3
1,1
1,1
1,2
e,3
1,3
1,2
d,2
1,3
1,3
f,2
1,2
1a,3
4c,2
2,2
2,3
3,2
b,2
1,2
2,2
1,2
1,2
d,3
1,3
1,3
f,2
1,2
1a,3
w,3
3k,3
x,1
1,1
c,2
10,2
2i1,0
1,2
g,0
l,2
g,2
5r,1
2,1
e,3
3,2
e,2
g,2
56,0
f,3
2,2
1,2
1,2
1,2
1,2
2,2
9,0
2,0
1,2
1,2
1,2
2,2
d,3
2,3
g,2
5m,0
1,2
5,2
a,2
1,0
f,0
1,0
5,3
1,1
c,2
h,2
58,0
1,2
f,2
2k3,2
1,2
1,1
e,3
2,3
1,3
g,3
63,2
2,2
1,2
1,2
e,2
2,2
1,2
g,3
g,2
63,2
10,2
f,2
h,2
2i7,3
v,3
1,3
f,1
5d,1
f,1
1,1
2,1
d,3
1,3
1,3
1,3
d,3
1,3
1,3
1,3
6l,1
1,1
1,1
1,1
d,3
1,3
1,3
1,3
70,1
2,3
f,1
ov3,3
4,3
1,3
f,3
1,3
d,3
1,3
1,3
1,3
24,2
3z,0
4,1
g,2
1,2
1,2
c,3
1,3
1,3
1,3
27,2
1,2
3z,2
2,2
c,1
1,1
1,1
1,1
1,1
c,3
4,3
1b,2
e,2
g,2
1,2
1,2
bz,3
1,3
73,3
1,3
1z1,3
5v,1
f,3
1,3
f,3
1,3
d,3
1,3
1,3
1,3
24,2
3n,2
1,2
a,2
1,0
4,1
1,1
f,2
1,2
1,2
c,3
1,3
1,3
1,3
1,3
1a,1
b,2
45,2
u,1
1,1
1,1
1,1
d,3
1,3
1,3
1,3
1,3
27,2
6x,2
3m,2
v,3
1,0
e,3
7,3
6i,3
1,0
e,3
1,3
1,3
4,3
1,3
1m,3
g,3
3z,2
g,2
1,3
f,3
1,3
1,3
2,3
1,3
r,2
x,3
g,3
3z,2
g,2
1,3
1,0
e,3
1,3
1,3
2,3
1,3
r,2
h,3
w,3
1,2
4f,3
g,3
1,3
1jo,1
1,1
f,3
1,3
f,3
1,3
e,3
1,3
1,3
b,2
11,3
e,3
d,2
44,1
1,1
d,2
2,2
1,2
d,3
1,3
1,3
1,3
1,3
a,2
11,2
r,2
3o,2
u,1
1,1
1,1
1,1
e,3
1,3
1,3
1c,2
v,2
iz,3
7z,2
74,2
2,3
g,3
1iq,1
6o,1
3,3
c,2
1,1
1,1
1,1
1,1
1,2
c,1
1,1
1,1
1,1
1,1
18,1
2,3
1,3
d,1
1,3
g,3
3z,1
1,1
1,1
1,1
d,1
f,1
1,1
1,1
1,1
1,1
1,1
t,2
h,1
1,1
e,1
2,1
e,1
3z,1
1,1
1,1
1,1
1,2
c,1
2,1
1,1
c,1
ri,2
1,2
e,2
3,1
6p,1
g,1
1rh,2
1,0
g,3
6u,2
8,2
2,2
z,2
1,3
63,2
2r5,0
10,3
e,3
5p,2
7,2
u,2
1,2
71,1
2,2
1,2
2r2,2
g,3
2,3
66,2
