board_size,max_exponent,layer_sum,max_value,num_states
3,10,14,3,82
3,10,422,8,44055
3,10,58,3,3
3,10,6,1,10
3,10,160,5,299
3,10,328,7,22028
3,10,760,9,41715
3,10,1254,9,5580
3,10,346,7,26669
3,10,544,8,38691
3,10,116,6,19540
3,10,252,6,3953
3,10,588,8,29116
3,10,204,7,25717
3,10,364,7,21022
3,10,926,9,53537
3,10,688,9,57429
3,10,72,5,12429
3,10,1492,9,1118
3,10,676,8,16217
3,10,1274,9,2758
3,10,682,8,17653
3,10,672,8,22640
3,10,936,9,41319
3,10,526,9,287
3,10,1372,9,11817
3,10,262,7,33232
3,10,496,8,47453
3,10,294,7,32225
3,10,540,9,5959
3,10,880,8,397
3,10,42,4,4558
3,10,536,9,3919
3,10,460,7,2101
3,10,900,8,29
3,10,92,4,113
3,10,110,6,15780
3,10,796,9,49989
3,10,1208,9,19971
3,10,572,8,36334
3,10,690,9,53415
3,10,1490,9,684
3,10,886,9,44445
3,10,790,8,6706
3,10,416,8,49073
3,10,56,3,7
3,10,480,8,50822
3,10,794,9,46698
3,10,130,6,26812
3,10,968,8,7
3,10,836,8,1063
3,10,734,9,56213
3,10,240,7,43785
3,10,1410,9,380
3,10,752,9,47615
3,10,158,7,7274
3,10,574,9,24958
3,10,1336,9,14202
3,10,184,6,23184
3,10,58,5,5256
3,10,446,8,57293
3,10,684,9,50378
3,10,1240,9,14106
3,10,342,8,32947
3,10,148,7,2387
3,10,830,8,2494
3,10,734,8,12393
3,10,1014,9,15556
3,10,418,8,44325
3,10,358,7,18371
3,10,542,8,41995
3,10,1226,9,8695
3,10,744,8,6426
3,10,1096,9,21429
3,10,1092,9,20665
3,10,696,9,55707
3,10,256,6,2937
3,10,1234,9,12325
3,10,896,9,24228
3,10,1276,9,3309
3,10,748,8,7747
3,10,720,8,12542
3,10,274,7,32499
3,10,466,7,2989
3,10,232,6,6573
3,10,510,7,34
3,10,506,7,129
3,10,286,7,42714
3,10,186,7,22993
3,10,652,8,12384
3,10,598,9,32912
3,10,8,1,4
3,10,340,7,24740
3,10,576,8,30370
3,10,832,9,51482
3,10,534,8,37653
3,10,166,6,25612
3,10,704,9,51455
3,10,54,4,6291
3,10,1384,9,6334
3,10,538,8,39598
3,10,1278,9,334
3,10,1414,9,602
3,10,106,6,13465
3,10,142,6,27089
3,10,450,7,1746
3,10,874,8,479
3,10,782,9,33032
3,10,834,9,41118
3,10,16,2,166
3,10,156,5,546
3,10,1162,9,8560
3,10,100,5,14361
3,10,1228,9,11549
3,10,200,7,26099
3,10,746,9,40150
3,10,1004,9,26045
3,10,1204,9,19580
3,10,60,5,6345
3,10,970,9,25209
3,10,1390,9,7992
3,10,448,7,2907
3,10,612,8,22976
3,10,872,8,512
3,10,140,6,24733
3,10,816,9,60655
3,10,174,7,15780
3,10,118,5,8792
3,10,444,7,4639
3,10,550,9,11445
3,10,840,8,874
3,10,166,5,60
3,10,860,9,62366
3,10,310,8,20567
3,10,16,3,164
3,10,532,8,33538
3,10,1462,9,3870
3,10,92,6,6233
3,10,192,7,26499
3,10,304,8,17196
3,10,668,8,23641
3,10,726,8,12377
3,10,88,5,15787
3,10,944,9,49600
3,10,264,6,1182
3,10,1396,9,5073
3,10,12,3,36
3,10,1058,9,30860
3,10,316,8,23491
3,10,240,6,6759
3,10,564,9,19526
3,10,528,9,857
3,10,506,8,36715
3,10,438,7,5874
3,10,436,7,6006
3,10,566,9,20567
3,10,962,8,5
3,10,102,6,11605
3,10,780,8,2131
3,10,520,7,33
3,10,284,7,39652
3,10,728,9,52729
3,10,428,8,50330
3,10,108,5,11367
3,10,396,8,34668
3,10,914,8,194
3,10,20,4,26
3,10,1108,9,28918
3,10,206,7,28752
3,10,736,8,8237
3,10,1178,9,26675
3,10,128,6,26492
3,10,1386,9,6723
3,10,276,6,740
3,10,282,8,4957
3,10,718,8,11563
3,10,872,9,46054
3,10,1002,9,23264
3,10,828,8,3275
3,10,602,8,35812
3,10,610,9,39372
3,10,1130,9,22920
3,10,84,6,2530
3,10,130,5,5494
3,10,60,4,5681
3,10,660,9,37378
3,10,1080,9,36175
3,10,170,7,13450
3,3,32,2,2
3,3,28,2,21
3,3,26,2,52
3,3,22,2,125
3,3,6,2,12
3,3,20,2,162
3,3,12,2,107
3,3,4,1,8
3,3,10,2,69
3,3,30,2,5
3,3,18,2,175
3,3,14,2,136
3,3,8,2,39
3,3,24,2,93
3,3,6,1,10
3,3,8,1,4
3,3,16,2,166
3,4,32,2,2
3,4,10,3,10
3,4,34,3,1474
3,4,30,3,1482
3,4,32,3,1532
3,4,28,2,21
3,4,26,2,52
3,4,44,3,563
3,4,60,3,1
3,4,22,2,125
3,4,6,2,12
3,4,26,3,1218
3,4,52,3,68
3,4,20,2,162
3,4,28,3,1407
3,4,12,2,107
3,4,22,3,731
3,4,18,3,302
3,4,42,3,736
3,4,20,3,504
3,4,50,3,137
3,4,38,3,1179
3,4,4,1,8
3,4,10,2,69
3,4,30,2,5
3,4,54,3,28
3,4,24,3,998
3,4,36,3,1350
3,4,46,3,387
3,4,18,2,175
3,4,14,2,136
3,4,40,3,1005
3,4,8,2,39
3,4,24,2,93
3,4,48,3,244
3,4,14,3,82
3,4,58,3,3
3,4,6,1,10
3,4,56,3,7
3,4,8,1,4
3,4,16,2,166
3,4,16,3,164
3,4,12,3,36
3,5,82,4,931
3,5,32,2,2
3,5,98,4,2
3,5,10,3,10
3,5,84,4,672
3,5,34,3,1474
3,5,24,4,164
3,5,90,4,206
3,5,38,4,3244
3,5,30,3,1482
3,5,32,3,1532
3,5,46,4,5595
3,5,28,2,21
3,5,48,4,6054
3,5,68,4,3887
3,5,86,4,488
3,5,26,2,52
3,5,44,3,563
3,5,100,4,2
3,5,70,4,3369
3,5,28,4,561
3,5,52,4,6316
3,5,60,3,1
3,5,22,2,125
3,5,64,4,4740
3,5,88,4,347
3,5,6,2,12
3,5,26,3,1218
3,5,52,3,68
3,5,20,2,162
3,5,22,4,82
3,5,74,4,2525
3,5,28,3,1407
3,5,66,4,4391
3,5,12,2,107
3,5,22,3,731
3,5,96,4,27
3,5,18,3,302
3,5,42,3,736
3,5,76,4,1903
3,5,56,4,6193
3,5,20,3,504
3,5,50,3,137
3,5,78,4,1535
3,5,50,4,6113
3,5,94,4,49
3,5,32,4,1381
3,5,38,3,1179
3,5,58,4,5894
3,5,34,4,1933
3,5,62,4,5182
3,5,80,4,1242
3,5,4,1,8
3,5,40,4,3946
3,5,10,2,69
3,5,30,2,5
3,5,44,4,5114
3,5,54,3,28
3,5,24,3,998
3,5,36,3,1350
3,5,46,3,387
3,5,26,4,315
3,5,18,2,175
3,5,14,2,136
3,5,40,3,1005
3,5,72,4,2972
3,5,36,4,2596
3,5,8,2,39
3,5,24,2,93
3,5,48,3,244
3,5,30,4,898
3,5,14,3,82
3,5,58,3,3
3,5,6,1,10
3,5,42,4,4558
3,5,92,4,113
3,5,56,3,7
3,5,8,1,4
3,5,54,4,6291
3,5,16,2,166
3,5,16,3,164
3,5,12,3,36
3,5,20,4,26
3,5,60,4,5681
3,6,82,4,931
3,6,32,2,2
3,6,116,5,8843
3,6,152,5,843
3,6,98,4,2
3,6,10,3,10
3,6,128,5,6538
3,6,84,4,672
3,6,34,3,1474
3,6,24,4,164
3,6,154,5,619
3,6,90,4,206
3,6,174,5,12
3,6,38,4,3244
3,6,84,5,15380
3,6,30,3,1482
3,6,94,5,15407
3,6,54,5,3383
3,6,32,3,1532
3,6,162,5,178
3,6,46,4,5595
3,6,28,2,21
3,6,96,5,15768
3,6,48,4,6054
3,6,76,5,13751
3,6,164,5,116
3,6,68,4,3887
3,6,144,5,2179
3,6,86,4,488
3,6,26,2,52
3,6,44,3,563
3,6,100,4,2
3,6,50,5,1907
3,6,150,5,1015
3,6,70,4,3369
3,6,106,5,12541
3,6,168,5,52
3,6,28,4,561
3,6,52,4,6316
3,6,60,3,1
3,6,80,5,14782
3,6,22,2,125
3,6,70,5,11579
3,6,64,4,4740
3,6,88,4,347
3,6,6,2,12
3,6,26,3,1218
3,6,98,5,15283
3,6,52,3,68
3,6,132,5,4533
3,6,120,5,8210
3,6,20,2,162
3,6,22,4,82
3,6,74,4,2525
3,6,170,5,26
3,6,102,5,13799
3,6,114,5,10179
3,6,38,5,38
3,6,74,5,12931
3,6,28,3,1407
3,6,66,4,4391
3,6,126,5,6970
3,6,12,2,107
3,6,176,5,6
3,6,22,3,731
3,6,92,5,15001
3,6,96,4,27
3,6,18,3,302
3,6,42,3,736
3,6,76,4,1903
3,6,112,5,11375
3,6,56,4,6193
3,6,20,3,504
3,6,68,5,10597
3,6,78,5,14122
3,6,50,3,137
3,6,104,5,13331
3,6,46,5,869
3,6,78,4,1535
3,6,50,4,6113
3,6,138,5,3092
3,6,148,5,1256
3,6,94,4,49
3,6,32,4,1381
3,6,38,3,1179
3,6,40,5,124
3,6,58,4,5894
3,6,34,4,1933
3,6,158,5,405
3,6,52,5,2626
3,6,122,5,7272
3,6,62,5,7486
3,6,62,4,5182
3,6,80,4,1242
3,6,4,1,8
3,6,82,5,15381
3,6,146,5,1552
3,6,142,5,2614
3,6,134,5,4158
3,6,40,4,3946
3,6,10,2,69
3,6,30,2,5
3,6,90,5,15684
3,6,86,5,15413
3,6,44,4,5114
3,6,124,5,7009
3,6,54,3,28
3,6,140,5,2807
3,6,64,5,8705
3,6,42,5,276
3,6,24,3,998
3,6,36,3,1350
3,6,66,5,9541
3,6,172,5,18
3,6,44,5,520
3,6,46,3,387
3,6,26,4,315
3,6,18,2,175
3,6,56,5,4287
3,6,14,2,136
3,6,48,5,1350
3,6,40,3,1005
3,6,72,4,2972
3,6,36,4,2596
3,6,8,2,39
3,6,24,2,93
3,6,110,5,11483
3,6,48,3,244
3,6,136,5,3716
3,6,30,4,898
3,6,14,3,82
3,6,58,3,3
3,6,6,1,10
3,6,160,5,299
3,6,72,5,12429
3,6,42,4,4558
3,6,92,4,113
3,6,56,3,7
3,6,58,5,5256
3,6,8,1,4
3,6,54,4,6291
3,6,16,2,166
3,6,156,5,546
3,6,100,5,14361
3,6,60,5,6345
3,6,118,5,8792
3,6,166,5,60
3,6,16,3,164
3,6,88,5,15787
3,6,12,3,36
3,6,108,5,11367
3,6,20,4,26
3,6,130,5,5494
3,6,60,4,5681
3,7,82,4,931
3,7,32,2,2
3,7,116,5,8843
3,7,152,5,843
3,7,98,4,2
3,7,186,6,22418
3,7,90,6,5130
3,7,10,3,10
3,7,128,5,6538
3,7,84,4,672
3,7,164,6,24950
3,7,34,3,1474
3,7,180,6,22508
3,7,24,4,164
3,7,154,5,619
3,7,168,6,25212
3,7,90,4,206
3,7,274,6,834
3,7,174,5,12
3,7,38,4,3244
3,7,84,5,15380
3,7,30,3,1482
3,7,94,5,15407
3,7,54,5,3383
3,7,306,6,21
3,7,32,3,1532
3,7,162,5,178
3,7,46,4,5595
3,7,170,6,23959
3,7,28,2,21
3,7,312,6,2
3,7,284,6,417
3,7,96,5,15768
3,7,154,6,27409
3,7,48,4,6054
3,7,76,5,13751
3,7,164,5,116
3,7,68,4,3887
3,7,144,5,2179
3,7,86,4,488
3,7,26,2,52
3,7,118,6,20567
3,7,300,6,76
3,7,136,6,25962
3,7,44,3,563
3,7,100,4,2
3,7,162,6,27846
3,7,304,6,39
3,7,50,5,1907
3,7,238,6,6931
3,7,72,6,70
3,7,150,5,1015
3,7,70,4,3369
3,7,106,5,12541
3,7,76,6,443
3,7,168,5,52
3,7,194,6,18665
3,7,28,4,561
3,7,52,4,6316
3,7,156,6,28448
3,7,60,3,1
3,7,114,6,18642
3,7,282,6,450
3,7,158,6,30258
3,7,80,5,14782
3,7,22,2,125
3,7,200,6,15357
3,7,70,5,11579
3,7,100,6,10585
3,7,152,6,27988
3,7,64,4,4740
3,7,220,6,11293
3,7,88,4,347
3,7,204,6,14871
3,7,270,6,1176
3,7,6,2,12
3,7,26,3,1218
3,7,96,6,8641
3,7,86,6,3279
3,7,98,5,15283
3,7,52,3,68
3,7,268,6,1237
3,7,132,5,4533
3,7,120,5,8210
3,7,20,2,162
3,7,108,6,14760
3,7,22,4,82
3,7,196,6,15420
3,7,74,4,2525
3,7,230,6,6553
3,7,126,6,24961
3,7,170,5,26
3,7,102,5,13799
3,7,114,5,10179
3,7,80,6,1265
3,7,120,6,22037
3,7,144,6,28676
3,7,38,5,38
3,7,248,6,4806
3,7,74,5,12931
3,7,292,6,106
3,7,222,6,11546
3,7,218,6,11388
3,7,28,3,1407
3,7,66,4,4391
3,7,126,5,6970
3,7,12,2,107
3,7,288,6,229
3,7,176,5,6
3,7,22,3,731
3,7,260,6,1610
3,7,92,5,15001
3,7,96,4,27
3,7,294,6,71
3,7,190,6,23029
3,7,18,3,302
3,7,308,6,11
3,7,42,3,736
3,7,76,4,1903
3,7,112,5,11375
3,7,258,6,1912
3,7,250,6,4269
3,7,56,4,6193
3,7,20,3,504
3,7,290,6,134
3,7,68,5,10597
3,7,78,5,14122
3,7,278,6,632
3,7,50,3,137
3,7,104,5,13331
3,7,234,6,6354
3,7,280,6,567
3,7,88,6,4173
3,7,46,5,869
3,7,78,4,1535
3,7,124,6,23500
3,7,50,4,6113
3,7,138,5,3092
3,7,148,5,1256
3,7,94,4,49
3,7,32,4,1381
3,7,226,6,7565
3,7,212,6,11745
3,7,78,6,788
3,7,38,3,1179
3,7,286,6,271
3,7,208,6,14599
3,7,198,6,16140
3,7,40,5,124
3,7,58,4,5894
3,7,160,6,30360
3,7,298,6,64
3,7,206,6,15999
3,7,82,6,1810
3,7,296,6,72
3,7,132,6,26021
3,7,34,4,1933
3,7,158,5,405
3,7,52,5,2626
3,7,122,5,7272
3,7,188,6,22166
3,7,62,5,7486
3,7,122,6,22982
3,7,202,6,13870
3,7,98,6,9516
3,7,62,4,5182
3,7,80,4,1242
3,7,4,1,8
3,7,182,6,22694
3,7,82,5,15381
3,7,146,5,1552
3,7,142,5,2614
3,7,134,5,4158
3,7,228,6,7007
3,7,262,6,1271
3,7,40,4,3946
3,7,10,2,69
3,7,30,2,5
3,7,214,6,11819
3,7,172,6,24366
3,7,90,5,15684
3,7,266,6,1040
3,7,86,5,15413
3,7,224,6,9734
3,7,216,6,12188
3,7,146,6,27594
3,7,254,6,3778
3,7,44,4,5114
3,7,124,5,7009
3,7,272,6,1074
3,7,54,3,28
3,7,104,6,12636
3,7,140,5,2807
3,7,134,6,25621
3,7,64,5,8705
3,7,242,6,5711
3,7,42,5,276
3,7,24,3,998
3,7,176,6,25865
3,7,36,3,1350
3,7,210,6,12282
3,7,178,6,23474
3,7,66,5,9541
3,7,172,5,18
3,7,44,5,520
3,7,236,6,6897
3,7,46,3,387
3,7,26,4,315
3,7,244,6,4970
3,7,18,2,175
3,7,302,6,52
3,7,56,5,4287
3,7,246,6,4876
3,7,150,6,27738
3,7,14,2,136
3,7,48,5,1350
3,7,112,6,17218
3,7,40,3,1005
3,7,174,6,26504
3,7,72,4,2972
3,7,94,6,7395
3,7,192,6,22127
3,7,138,6,25935
3,7,74,6,219
3,7,36,4,2596
3,7,8,2,39
3,7,148,6,25907
3,7,24,2,93
3,7,110,5,11483
3,7,48,3,244
3,7,136,5,3716
3,7,30,4,898
3,7,14,3,82
3,7,58,3,3
3,7,6,1,10
3,7,160,5,299
3,7,116,6,19540
3,7,252,6,3953
3,7,72,5,12429
3,7,42,4,4558
3,7,92,4,113
3,7,110,6,15780
3,7,56,3,7
3,7,130,6,26812
3,7,184,6,23184
3,7,58,5,5256
3,7,256,6,2937
3,7,232,6,6573
3,7,8,1,4
3,7,166,6,25612
3,7,54,4,6291
3,7,106,6,13465
3,7,142,6,27089
3,7,16,2,166
3,7,156,5,546
3,7,100,5,14361
3,7,60,5,6345
3,7,140,6,24733
3,7,118,5,8792
3,7,166,5,60
3,7,16,3,164
3,7,92,6,6233
3,7,88,5,15787
3,7,264,6,1182
3,7,12,3,36
3,7,240,6,6759
3,7,102,6,11605
3,7,108,5,11367
3,7,20,4,26
3,7,128,6,26492
3,7,276,6,740
3,7,84,6,2530
3,7,130,5,5494
3,7,60,4,5681
3,8,494,7,690
3,8,378,7,16130
3,8,82,4,931
3,8,32,2,2
3,8,326,7,21769
3,8,324,7,21846
3,8,116,5,8843
3,8,152,5,843
3,8,532,7,102
3,8,98,4,2
3,8,402,7,9992
3,8,280,7,38646
3,8,186,6,22418
3,8,90,6,5130
3,8,222,7,39761
3,8,338,7,24407
3,8,246,7,41350
3,8,554,7,6
3,8,370,7,18688
3,8,140,7,346
3,8,10,3,10
3,8,128,5,6538
3,8,84,4,672
3,8,164,6,24950
3,8,34,3,1474
3,8,180,6,22508
3,8,24,4,164
3,8,154,5,619
3,8,168,6,25212
3,8,542,7,38
3,8,440,7,5694
3,8,342,7,25683
3,8,304,7,39589
3,8,90,4,206
3,8,274,6,834
3,8,446,7,3621
3,8,174,5,12
3,8,38,4,3244
3,8,84,5,15380
3,8,30,3,1482
3,8,318,7,35976
3,8,188,7,23508
3,8,558,7,2
3,8,156,7,6089
3,8,94,5,15407
3,8,54,5,3383
3,8,244,7,39730
3,8,306,6,21
3,8,386,7,6540
3,8,32,3,1532
3,8,310,7,35550
3,8,344,7,27200
3,8,162,5,178
3,8,46,4,5595
3,8,290,7,32848
3,8,170,6,23959
3,8,490,7,673
3,8,354,7,20371
3,8,412,7,10882
3,8,28,2,21
3,8,300,7,36666
3,8,312,6,2
3,8,284,6,417
3,8,96,5,15768
3,8,478,7,2402
3,8,154,6,27409
3,8,422,7,6411
3,8,264,7,31526
3,8,48,4,6054
3,8,374,7,18113
3,8,334,7,27717
3,8,414,7,10544
3,8,530,7,107
3,8,150,7,3164
3,8,76,5,13751
3,8,164,5,116
3,8,68,4,3887
3,8,278,7,35477
3,8,144,5,2179
3,8,86,4,488
3,8,26,2,52
3,8,118,6,20567
3,8,300,6,76
3,8,136,6,25962
3,8,536,7,86
3,8,44,3,563
3,8,100,4,2
3,8,162,6,27846
3,8,552,7,8
3,8,304,6,39
3,8,50,5,1907
3,8,238,6,6931
3,8,72,6,70
3,8,150,5,1015
3,8,382,7,16404
3,8,70,4,3369
3,8,458,7,1442
3,8,564,7,4
3,8,456,7,1317
3,8,106,5,12541
3,8,76,6,443
3,8,168,5,52
3,8,194,6,18665
3,8,28,4,561
3,8,424,7,6775
3,8,366,7,23084
3,8,52,4,6316
3,8,156,6,28448
3,8,60,3,1
3,8,360,7,18691
3,8,114,6,18642
3,8,282,6,450
3,8,538,7,72
3,8,158,6,30258
3,8,242,7,41342
3,8,80,5,14782
3,8,22,2,125
3,8,200,6,15357
3,8,70,5,11579
3,8,100,6,10585
3,8,152,6,27988
3,8,64,4,4740
3,8,556,7,6
3,8,220,6,11293
3,8,88,4,347
3,8,204,6,14871
3,8,380,7,15788
3,8,212,7,30064
3,8,190,7,24974
3,8,250,7,41687
3,8,270,6,1176
3,8,218,7,34655
3,8,6,2,12
3,8,26,3,1218
3,8,96,6,8641
3,8,306,7,35634
3,8,428,7,7619
3,8,420,7,6771
3,8,86,6,3279
3,8,98,5,15283
3,8,52,3,68
3,8,410,7,10735
3,8,268,6,1237
3,8,404,7,10202
3,8,132,5,4533
3,8,120,5,8210
3,8,20,2,162
3,8,108,6,14760
3,8,568,7,2
3,8,22,4,82
3,8,196,6,15420
3,8,336,7,27134
3,8,528,7,114
3,8,74,4,2525
3,8,230,6,6553
3,8,126,6,24961
3,8,170,5,26
3,8,362,7,18460
3,8,102,5,13799
3,8,114,5,10179
3,8,80,6,1265
3,8,482,7,1200
3,8,120,6,22037
3,8,500,7,345
3,8,138,7,97
3,8,166,7,11571
3,8,144,6,28676
3,8,38,5,38
3,8,248,6,4806
3,8,74,5,12931
3,8,292,6,106
3,8,222,6,11546
3,8,182,7,20575
3,8,270,7,38766
3,8,454,7,1205
3,8,224,7,41063
3,8,254,7,44582
3,8,218,6,11388
3,8,28,3,1407
3,8,282,7,38354
3,8,298,7,33732
3,8,146,7,1683
3,8,162,7,9434
3,8,316,7,34138
3,8,66,4,4391
3,8,356,7,17677
3,8,126,5,6970
3,8,220,7,36909
3,8,272,7,36208
3,8,226,7,39386
3,8,12,2,107
3,8,288,6,229
3,8,176,5,6
3,8,22,3,731
3,8,168,7,12615
3,8,260,6,1610
3,8,198,7,25631
3,8,232,7,37986
3,8,480,7,1863
3,8,388,7,7706
3,8,400,7,11089
3,8,92,5,15001
3,8,266,7,29430
3,8,548,7,12
3,8,96,4,27
3,8,512,7,58
3,8,526,7,104
3,8,294,6,71
3,8,190,6,23029
3,8,18,3,302
3,8,394,7,7837
3,8,560,7,3
3,8,562,7,2
3,8,308,6,11
3,8,496,7,522
3,8,42,3,736
3,8,372,7,16743
3,8,314,7,34364
3,8,398,7,10735
3,8,76,4,1903
3,8,112,5,11375
3,8,332,7,25290
3,8,230,7,37516
3,8,430,7,8255
3,8,292,7,31746
3,8,238,7,42742
3,8,160,7,8526
3,8,258,6,1912
3,8,250,6,4269
3,8,56,4,6193
3,8,20,3,504
3,8,290,6,134
3,8,216,7,34216
3,8,68,5,10597
3,8,78,5,14122
3,8,502,7,228
3,8,516,7,29
3,8,278,6,632
3,8,50,3,137
3,8,104,5,13331
3,8,384,7,10842
3,8,418,7,7167
3,8,492,7,737
3,8,234,6,6354
3,8,280,6,567
3,8,88,6,4173
3,8,46,5,869
3,8,550,7,6
3,8,78,4,1535
3,8,432,7,7642
3,8,124,6,23500
3,8,50,4,6113
3,8,486,7,763
3,8,138,5,3092
3,8,148,5,1256
3,8,94,4,49
3,8,32,4,1381
3,8,214,7,32905
3,8,154,7,4994
3,8,226,6,7565
3,8,212,6,11745
3,8,78,6,788
3,8,38,3,1179
3,8,320,7,30291
3,8,286,6,271
3,8,208,6,14599
3,8,198,6,16140
3,8,40,5,124
3,8,176,7,17220
3,8,408,7,11265
3,8,58,4,5894
3,8,164,7,10547
3,8,268,7,33999
3,8,144,7,1146
3,8,160,6,30360
3,8,298,6,64
3,8,206,6,15999
3,8,352,7,25077
3,8,296,7,33449
3,8,82,6,1810
3,8,296,6,72
3,8,132,6,26021
3,8,34,4,1933
3,8,508,7,157
3,8,158,5,405
3,8,52,5,2626
3,8,122,5,7272
3,8,196,7,26023
3,8,248,7,42351
3,8,464,7,3052
3,8,188,6,22166
3,8,498,7,322
3,8,62,5,7486
3,8,122,6,22982
3,8,202,6,13870
3,8,98,6,9516
3,8,376,7,18319
3,8,62,4,5182
3,8,80,4,1242
3,8,4,1,8
3,8,182,6,22694
3,8,82,5,15381
3,8,146,5,1552
3,8,348,7,26773
3,8,312,7,36517
3,8,142,5,2614
3,8,426,7,6867
3,8,134,5,4158
3,8,228,6,7007
3,8,518,7,19
3,8,262,6,1271
3,8,416,7,9217
3,8,484,7,1010
3,8,40,4,3946
3,8,252,7,41807
3,8,10,2,69
3,8,256,7,43280
3,8,322,7,23523
3,8,30,2,5
3,8,214,6,11819
3,8,258,7,36592
3,8,534,7,89
3,8,172,6,24366
3,8,452,7,1545
3,8,90,5,15684
3,8,524,7,80
3,8,266,6,1040
3,8,202,7,26399
3,8,86,5,15413
3,8,224,6,9734
3,8,216,6,12188
3,8,146,6,27594
3,8,254,6,3778
3,8,44,4,5114
3,8,184,7,22054
3,8,194,7,26813
3,8,124,5,7009
3,8,272,6,1074
3,8,368,7,22097
3,8,54,3,28
3,8,308,7,33322
3,8,180,7,19540
3,8,104,6,12636
3,8,152,7,4072
3,8,390,7,6354
3,8,546,7,17
3,8,522,7,48
3,8,488,7,764
3,8,140,5,2807
3,8,228,7,36616
3,8,172,7,14753
3,8,134,6,25621
3,8,64,5,8705
3,8,242,6,5711
3,8,514,7,19
3,8,42,5,276
3,8,24,3,998
3,8,236,7,38194
3,8,544,7,33
3,8,176,6,25865
3,8,178,7,18644
3,8,36,3,1350
3,8,470,7,2772
3,8,210,6,12282
3,8,178,6,23474
3,8,66,5,9541
3,8,468,7,2734
3,8,172,5,18
3,8,44,5,520
3,8,236,6,6897
3,8,46,3,387
3,8,26,4,315
3,8,244,6,4970
3,8,18,2,175
3,8,504,7,199
3,8,142,7,690
3,8,302,6,52
3,8,56,5,4287
3,8,234,7,37626
3,8,462,7,2589
3,8,540,7,63
3,8,246,6,4876
3,8,150,6,27738
3,8,302,7,39452
3,8,14,2,136
3,8,48,5,1350
3,8,112,6,17218
3,8,40,3,1005
3,8,174,6,26504
3,8,208,7,31128
3,8,72,4,2972
3,8,350,7,27245
3,8,210,7,30847
3,8,94,6,7395
3,8,330,7,21783
3,8,276,7,33386
3,8,192,6,22127
3,8,392,7,7093
3,8,434,7,6309
3,8,442,7,4880
3,8,138,6,25935
3,8,260,7,29747
3,8,74,6,219
3,8,476,7,2498
3,8,36,4,2596
3,8,406,7,10812
3,8,8,2,39
3,8,396,7,10043
3,8,148,6,25907
3,8,24,2,93
3,8,110,5,11483
3,8,48,3,244
3,8,474,7,2674
3,8,472,7,2873
3,8,136,5,3716
3,8,30,4,898
3,8,288,7,38448
3,8,14,3,82
3,8,58,3,3
3,8,6,1,10
3,8,160,5,299
3,8,328,7,22028
3,8,346,7,26669
3,8,116,6,19540
3,8,252,6,3953
3,8,204,7,25717
3,8,364,7,21022
3,8,72,5,12429
3,8,262,7,33232
3,8,294,7,32225
3,8,42,4,4558
3,8,460,7,2101
3,8,92,4,113
3,8,110,6,15780
3,8,56,3,7
3,8,130,6,26812
3,8,240,7,43785
3,8,158,7,7274
3,8,184,6,23184
3,8,58,5,5256
3,8,148,7,2387
3,8,358,7,18371
3,8,256,6,2937
3,8,274,7,32499
3,8,466,7,2989
3,8,232,6,6573
3,8,510,7,34
3,8,506,7,129
3,8,286,7,42714
3,8,186,7,22993
3,8,8,1,4
3,8,340,7,24740
3,8,166,6,25612
3,8,54,4,6291
3,8,106,6,13465
3,8,142,6,27089
3,8,450,7,1746
3,8,16,2,166
3,8,156,5,546
3,8,100,5,14361
3,8,200,7,26099
3,8,60,5,6345
3,8,448,7,2907
3,8,140,6,24733
3,8,174,7,15780
3,8,118,5,8792
3,8,444,7,4639
3,8,166,5,60
3,8,16,3,164
3,8,92,6,6233
3,8,192,7,26499
3,8,88,5,15787
3,8,264,6,1182
3,8,12,3,36
3,8,240,6,6759
3,8,438,7,5874
3,8,436,7,6006
3,8,102,6,11605
3,8,520,7,33
3,8,284,7,39652
3,8,108,5,11367
3,8,20,4,26
3,8,206,7,28752
3,8,128,6,26492
3,8,276,6,740
3,8,84,6,2530
3,8,130,5,5494
3,8,60,4,5681
3,8,170,7,13450
3,9,414,8,52096
3,9,494,7,690
3,9,378,7,16130
3,9,540,8,41721
3,9,82,4,931
3,9,640,8,11045
3,9,466,8,44973
3,9,32,2,2
3,9,460,8,44637
3,9,326,7,21769
3,9,324,7,21846
3,9,116,5,8843
3,9,152,5,843
3,9,402,8,35552
3,9,536,8,40033
3,9,532,7,102
3,9,654,8,15328
3,9,898,8,19
3,9,350,8,39787
3,9,98,4,2
3,9,402,7,9992
3,9,332,8,25692
3,9,420,8,43338
3,9,280,7,38646
3,9,186,6,22418
3,9,552,8,35526
3,9,90,6,5130
3,9,702,8,14714
3,9,222,7,39761
3,9,308,8,19526
3,9,338,7,24407
3,9,246,7,41350
3,9,554,7,6
3,9,370,7,18688
3,9,140,7,346
3,9,290,8,9384
3,9,488,8,40289
3,9,10,3,10
3,9,128,5,6538
3,9,890,8,120
3,9,344,8,34252
3,9,632,8,20632
3,9,336,8,31103
3,9,376,8,42371
3,9,812,8,5907
3,9,410,8,45525
3,9,84,4,672
3,9,164,6,24950
3,9,570,8,36048
3,9,34,3,1474
3,9,614,8,23023
3,9,180,6,22508
3,9,280,8,4026
3,9,24,4,164
3,9,154,5,619
3,9,930,8,143
3,9,168,6,25212
3,9,542,7,38
3,9,440,7,5694
